player_id,season_years,season_types,number_of_seasons
ce5297ca-d8bc-4210-ad67-d52382258e96,[2021],['REG'],1
9f4181d5-0999-46ba-b466-d90ded24268a,"[2021, 2022]",['REG'],2
abfc35ea-baf0-4aff-b69a-30732ddf2b1b,[2022],['REG'],1
be16ec6f-8dad-4057-ba7b-746e28582a59,[2021],['REG'],1
a7c34619-c032-456b-98da-b4eba67b53b6,[2021],['REG'],1
c00a7890-2750-4178-87e2-781f16a892bd,[],[],0
98e2cdeb-69dc-499c-a853-84c32c714924,[],[],0
08baba55-bec0-4494-95ce-28778c37a981,[2022],['REG'],1
74a45eed-f2b0-4886-ae71-d04cf7d59528,"[2021, 2022]",['REG'],2
86446a4f-577e-49f7-8578-ca34b41a2816,[],[],0
9bcd5cff-4a1c-4454-89b6-a5899b0c6bcc,"[2021, 2022]",['REG'],2
a1e46e84-bd9e-454d-9117-a8fa1aab0ce4,"[2021, 2022]",['REG'],2
54a7404f-3173-4d3e-93ca-6571a183b9a6,[2022],['REG'],1
bd0e96ba-6f67-43f2-ac8c-04a313d0a32f,[],[],0
169083b9-0653-44c8-ac69-bc5360a468c6,[],[],0
3b8024e6-5872-4ceb-b675-415715527776,[2021],['REG'],1
aeba1657-a0df-427b-ba9a-6db9e9147304,[],[],0
d0cb08b3-51b4-4700-9311-4e111df81d49,[],[],0
d1f4f8f6-1b69-4224-a9d6-a1c565fa2e7e,"[2021, 2022]",['REG'],2
d3b28775-473d-471a-8452-e913f4347f0f,"[2021, 2022]",['REG'],2
77c425f0-0fce-4fab-bd1e-c915c8fb5bc7,"[2021, 2022]",['REG'],2
2276d4a4-0e05-4a10-bb25-fee58336bb87,[2022],['REG'],1
c8efed0b-f365-4440-84f7-df8c8078d1c0,[2021],['REG'],1
b83048ff-1e71-46fa-b49c-0b04a72cc4a1,[2022],['REG'],1
0e5eb37e-e112-4587-98d8-8a9b46254f28,[2022],['REG'],1
1c9a1c2e-3e3b-439e-8d72-0b41b17e4ba9,"[2021, 2022]",['REG'],2
4965ef48-7aa9-4eae-a923-5023ff7ab1eb,[2022],['REG'],1
62c44a90-f280-438a-9c7e-252f4f376283,[2022],['REG'],1
9318b4c1-49d0-40eb-8b76-1098e28133d2,"[2021, 2022]",['REG'],2
c20dfb58-5622-405e-90b1-92b79ee97461,"[2021, 2022]",['REG'],2
58c01127-e0de-487d-a2bc-bf88642619c0,[2022],['REG'],1
59209028-6712-47ef-b87c-bdb19f91523b,"[2021, 2022]",['REG'],2
a5ec46e9-928f-4609-ab4d-c86ec6434327,[2022],['REG'],1
67f6467e-0acc-48ce-9872-a63225ef295c,"[2021, 2022]",['REG'],2
65281655-5409-4943-9013-ac2ad45374ea,[2022],['REG'],1
7d3ed7a5-b9f4-470c-b75d-bfd00ba02427,[],[],0
2629c593-5f7c-4d34-aec7-6b949572af2a,[2021],['REG'],1
69ba01b8-beb1-45ba-9f2b-9d080692b92c,[],[],0
5cc51c05-06f5-4ae4-89a4-1d329fbbcdfb,"[2021, 2022]",['REG'],2
7c9ba5c2-8df5-4fe9-97f0-18d53d6dafd8,[],[],0
073f39b6-b63d-43a4-80f7-95e4b5a16244,[],[],0
91ef3b61-97a2-4b07-981a-c4228713fd1f,[2021],['REG'],1
73d92041-1258-4f1f-8bd3-55e07407115b,[],[],0
870310f0-9480-453a-8b33-a62f283c5eda,"[2021, 2022]",['REG'],2
0e6ddc9f-4a7b-4d48-8033-998103edfb32,"[2021, 2022]",['REG'],2
e6909315-b7c9-456a-bc67-613ca091e255,[2021],['REG'],1
5228b552-2eb0-4476-96c2-f3c9f82a7a35,"[2021, 2022]",['REG'],2
f789dfff-4658-452f-a3cb-81d9213fe414,[],[],0
98100660-988b-4e71-a89e-f35839964483,"[2021, 2022]",['REG'],2
2f1d1aa0-1a44-4f38-8b1a-3e05e4d39850,[2021],['REG'],1
1db0df17-b3d5-4ddb-98d0-8f86239347bf,"[2021, 2022]",['REG'],2
43e6c618-bbfb-48cc-abf2-db95b8bf083c,"[2021, 2022]",['REG'],2
eb4bd4c6-544f-4f20-b756-d28e0de1c93f,[2021],['REG'],1
4341ebe1-0e2e-4452-839c-6a47b094b9ec,[2022],['REG'],1
5b6bee70-ade5-4fb1-84b2-4547cddff5d6,"[2021, 2022]",['REG'],2
2d80107c-abde-4462-80f0-b51c6c024e8c,"[2021, 2022]",['REG'],2
fb60c435-dd40-401e-977b-15bdbb753444,"[2021, 2022]",['REG'],2
7b579585-9c2d-4dda-ac73-846858537b0f,[],[],0
8834061f-7541-4ed3-9802-cc60c4435add,[],[],0
46519711-b888-45ce-b21e-c4bcfd9d3f01,[2021],['REG'],1
c7900e6e-e5ea-4670-a7bf-cb097f041b25,"[2021, 2022]",['REG'],2
2a6aabcb-aaf9-49bd-b38f-d43bcb945a2b,[2022],['REG'],1
cf418e0c-de9d-438f-a1ac-3be539a56c42,"[2021, 2022]",['REG'],2
31a50d54-ef46-47a8-863c-6f4d4e5aa184,"[2021, 2022]",['REG'],2
6cb137da-2848-4c37-a80d-a4ba75ece969,"[2021, 2022]",['REG'],2
f4623e57-5443-4ca2-a357-a4b06badfd15,[2021],['REG'],1
b5310b38-a378-464f-b344-928adee0ed00,"[2021, 2022]",['REG'],2
db72e294-1c54-454a-96b9-0b4fd2f38112,"[2021, 2022]",['REG'],2
5a563d9c-10c4-4005-a884-109f05264b0b,"[2021, 2022]",['REG'],2
7a30c43d-a206-476d-b5b2-75b419445ae9,[],[],0
3c029ea2-2a9e-4a03-82fa-000bd231119a,[],[],0
1c9a1c2e-3e3b-439e-8d72-0b41b17e4ba9,"[2021, 2022]",['REG'],2
5cc51c05-06f5-4ae4-89a4-1d329fbbcdfb,"[2021, 2022]",['REG'],2
d32a64d6-75ec-495c-8def-6ae3ed6f9d53,[],[],0
e1ce75b8-44ce-4086-b2e1-d2e22efc86ff,"[2021, 2022]",['REG'],2
d4b89caa-384b-467a-960c-41053952628c,[],[],0
2da18268-82d4-4b40-a296-7ceddd435d0b,"[2021, 2022]",['REG'],2
